;Barcode;Title;Year;Location
 685.9  62;TM041924;Verfahren zum Kennzeichnen von Schitteilen beim Stofflegen;1987;Bibliotheek AMFI
 685.9  63;TM041923;Der Einfluss des Materials auf die Lege- und Schneideleistung beim zuschneiden von textilen Stoffen;1988;Bibliotheek AMFI
 685.9  64/;TM041925;Bausteine für die Modellschnittkonstruktion von Damenoberkleidung;1988;Bibliotheek AMFI
 685.9  64/;TM041926;Bausteine für die Modellschnittkonstruktion von Damenoberkleidung;1988;Bibliotheek AMFI
 685.9  64/;TM041927;Bausteine für die Modellschnittkonstruktion von Damenoberkleidung;1988;Bibliotheek AMFI
 685.9  64/;TM041928;Bausteine für die Modellschnittkonstruktion von Damenoberkleidung;1988;Bibliotheek AMFI
 685.9  65;TM041839;Bausteine für die Modellschnittkonstruktion von Damenoberkleidung;1988;Bibliotheek AMFI
 685.9  66;TM041929;Modellschnittkonstruktion von Herren-Oberkleidung;1988;Bibliotheek AMFI
 685.9  67;TM041930;Automatische Handhabungssysteme für die Bekleidugsindustrie;1988;Bibliotheek AMFI
 685.9  68;FM003691;Optimierte Hosenfertigung;1988;Bibliotheek AMFI
 685.9  69;TM041931;Computerunterstützte Montage von Oberkleidung;1988;Bibliotheek AMFI
 685.9  70/1;TM041933;Passform- und grössensichere Schnittkonstruktion DOB;1989;Bibliotheek AMFI
 685.9  70/;TM041934;Passform- und grössensichere Schnittkonstruktion DOB;1989;Bibliotheek AMFI
 685.9  71/;TM041935;Wegmesseinrichtungen an Nähmaschinen;1989;Bibliotheek AMFI
 685.9  71/;TM041936;Wegmesseinrichtungen an Nähmaschinen;1989;Bibliotheek AMFI
 685.9  72;TM041932;Die Zuschneiderei - vom Wareneingang bis Einrichterei - technologische und organisatorische Möglich;1990;Bibliotheek AMFI
 685.9  73/;TM041937;Infos;1989;Bibliotheek AMFI
 685.9  73/;TM041938;Infos;1989;Bibliotheek AMFI
 685.9  74;TM041940;Verfestigung von Schnittkanten;1989;Bibliotheek AMFI
 685.9  75;FM003694;Optimierte Sakko-Fertigung-Näherei;1989;Bibliotheek AMFI
 685.9  76;TM041675;Vorschubeinrichtungen bei Nähmaschinen;1991;Bibliotheek AMFI
 685.9  76;TM041939;Vorschubeinrichtungen bei Nähmaschinen;1991;Bibliotheek AMFI
 685.9  77;FM003693;Optimiertes Sakko-Bügeln;1990;Bibliotheek AMFI
 685.9  78 ;TM041674;Anforderungsdefinitionen für die automatische Schnittkonstruktion;1990;Bibliotheek AMFI
 685.9  78 ;TM041673;Anforderungsdefinitionen für die automatische Schnittkonstruktion;1990;Bibliotheek AMFI
 685.9  79;TM041672;Grundsatzuntersuchung über Möglichkeiten und Grenzen von Nähmaschinen mit Drehschwingnadeln;1990;Bibliotheek AMFI
 685.9  80;TM041671;Untersuchung von Einsatzmöglichkeiten für den Einsatz von freiprogrammierbaren, mehrsachsigen Hand;1990;Bibliotheek AMFI
 685.9  81;TM041670;Automatisiertes Greifen und Vereizeln von Textilien;1990;Bibliotheek AMFI
 685.9  82;TM041669;Entwicklung eines Expertensystems;1991;Bibliotheek AMFI
 685.9  83;TM041677;Systematische Produktgestaltung;1991;Bibliotheek AMFI
 685.9  84 ;TM041667;Fertigungssteuerung in der Bekleidungsindustrie;1991;Bibliotheek AMFI
 685.9  84 ;TM041668;Fertigungssteuerung in der Bekleidungsindustrie;1991;Bibliotheek AMFI
 685.9  85;TM041666;Sensoren für die Detektion von Kanten und Ecken an sowie auf Nähgutoberflächen;1992;Bibliotheek AMFI
 685.9  86;TM041665;Der gepulste CO2-Laser;1992;Bibliotheek AMFI
 685.9  87 ;TM041663;Computerunterstützte Qualitätsdatenerfassung in der Bekleidungsindustrie;1992;Bibliotheek AMFI
 685.9  87 ;TM041664;Computerunterstützte Qualitätsdatenerfassung in der Bekleidungsindustrie;1992;Bibliotheek AMFI
 685.9  88 ;TM041662;Anforderungsdefinitionen für die automatische Modellschnittkonstruktion;1992;Bibliotheek AMFI
 685.9  88 ;TM041660;Anforderungsdefinitionen für die automatische Modellschnittkonstruktion;1992;Bibliotheek AMFI
 685.9  89;TM041659;Automatische Zuschnittischentsorgung;1992;Bibliotheek AMFI
 685.9  90;TM041658;Qualitätsförderung in der Bekleidungsindustrie;1994;Bibliotheek AMFI
 685.9  90 ();TM010436;Qualitätsförderung in der Bekleidungsindustrie;1994;Bibliotheek AMFI
 685.9  91;TM041657;Mechanische Schnittstellen an Näheinheiten;1993;Bibliotheek AMFI
 685.9  92;TM041656;Optimierungskonzept für die Prototypenfertigung;1993;Bibliotheek AMFI
 685.9  93;TM041655;Materialkenngrößen für die Schnittkonstruktion;1993;Bibliotheek AMFI
 685.9  94;TM041654;Maßkonfektion (Herren);1993;Bibliotheek AMFI
 685.9  95;TM041653;Anforderungen an ein integriertes Arbeitsplanungssystem für die Bekleidungsindustrie;1993;Bibliotheek AMFI
 685.9  97;FM003695;Optimierung der Fertigung von Berufskleidung;1993;Bibliotheek AMFI
 685.9  98;TM000264;Füge und Nahteinbringen;1993;Bibliotheek AMFI
 685.9  99;TM000265;Beschickung und Entsorgung von Nähstationen;1993;Bibliotheek AMFI
685.9;TM010567;"""Vertikale Kommunikation zur Produktentwicklung""";1997;Bibliotheek AMFI
 685.9   05 ;TM019022;Maschinen und Methoden der Bekleidungsfertigung;1996;Bibliotheek AMFI
 685.9   05 ;TM019023;Maschinen und Methoden der Bekleidungsfertigung;1996;Bibliotheek AMFI
 685.9   05 ;TM019024;Maschinen und Methoden der Bekleidungsfertigung;1996;Bibliotheek AMFI
 685.9   06;FM003692;Meilensteine einer modernen Kostenrechnung;1999;Bibliotheek AMFI
 685.9  07;TM014040;IMB 2000 international clothing machine fair;2000;Bibliotheek AMFI
 685.9  1;TM041789;Entwicklung und Einsatz innovativer Produkt- und Prozesstechnologien in der bundesdeutschen Bekleidu;1986;Bibliotheek AMFI
 685.9  1;TM041788;Entwicklung und Einsatz innovativer Produkt- und Prozesstechnologien in der bundesdeutschen Bekleidu;1986;Bibliotheek AMFI
685.9;FM003101;Fashion design and product development;1992;Bibliotheek AMFI
685.9;TM042885;Fashion design and product development;1992;Bibliotheek AMFI
685.9;FM002020;Carr and Latham's technology of clothing manufacture;2000;Bibliotheek AMFI
685.9;FM003099;Introduction to clothing production management;1995;Bibliotheek AMFI
685.9;HV130586;Clothing technology;2014;Bibliotheek AMFI
685.9;HV043438;Introduction to clothing manufacture;2006;Bibliotheek AMFI
685.9;TM017118;Garment technology for fashion designers;1997;Bibliotheek AMFI
685.9;TM042820;Flexibilitätsorientierte Strategien in der Textilwirtschaft;1992;Bibliotheek AMFI
685.9;HV012797;Fachmathematik Bekleidung;2002;Bibliotheek AMFI
685.9;TM017978;Theentrepreneur's guide to sewn product manufacturing;1998;Bibliotheek AMFI
685.9;TM017970;Theentrepreneur's guide to sewn product manufacturing;1998;Bibliotheek AMFI
685.9;FM003690;Information manual for merchandisers;1997;Bibliotheek AMFI
685.9;HV063163;Beyond design;2007;Bibliotheek AMFI
685.9;TM000120;Lean production in der Konfektionsindustrie;1994;Bibliotheek AMFI
685.9;HV123903;Technical sourcebook for designers;2014;Bibliotheek AMFI
685.9;TM000378;Produktie in de kleding- en mode-industrie;1990;Bibliotheek AMFI
 685.9 -;TM010725;Analyse des Standes der Konfektionstechnik in Praxis und Forschung sowie Beiträge zur Prozessmodell;1996;Bibliotheek AMFI
685.9;HV113389;Revisiting the written word;2011;Bibliotheek AMFI
685.9;FM002581;Sewing for the apparel industry;2000;Bibliotheek AMFI
685.9;TM042897;Apparel manufacturing handbook;1988;Bibliotheek AMFI
685.9;TM010977;Electronic heat sealing;1996;Bibliotheek AMFI
685.9;TM017039;Handbook of fusible interlinings for textiles;1997;Bibliotheek AMFI
685.9;TM041743;Sewing-performance and methodsanalysis;1985;Bibliotheek AMFI
685.9;TM010181;Materials management in the clothing industry;1991;Bibliotheek AMFI
685.9;HV011777;Zukunft Maßkonfektion;2001;Bibliotheek AMFI
685.9;TM042696;Confectie;1991;Bibliotheek AMFI
686;TM042789;Fachkunde für lederverarbeitende Berufe;1992;Bibliotheek AMFI
686.1;TM016497;Skin, hide, and leather defects;1986;Bibliotheek AMFI
686.5;TM010997;Manual of shoemaking;1976;Bibliotheek AMFI
686.5;TM042793;Schuh, Leder und Schuhzubehör;1990;Bibliotheek AMFI
686.5;TM042792;Grundlagen der industriellen Schuhherstellung;1989;Bibliotheek AMFI
686.5;TM042697;Van leder en schoen;1987;Bibliotheek AMFI
686.5;TM006062;Voetstukken;1995;Bibliotheek AMFI
686.5;TM010995;Tips for shoe production;1991;Bibliotheek AMFI
686.5;TM010996;Tips for shoe production;1992;Bibliotheek AMFI
686.6;TM042112;Furs;1948;Bibliotheek AMFI
693;HV030324;Material skills;2005;Bibliotheek AMFI
693.9;HV062898;Smart materials in architecture, interior architecture and design;2007;Bibliotheek AMFI
694.2;TM043094;Furnishing fabrics;1989;Bibliotheek AMFI
7.041;FM002543;The Kiss;1976;Bibliotheek AMFI
700;TM006060;Pattern's 22 stars;1991;Bibliotheek AMFI
700;TM006059;Pattern's 22 stars;1991;Bibliotheek AMFI
700;TM006090;Thepatterns of Japan;1988;Bibliotheek AMFI
700.01;TM041463;Leer creatief te z?n;1987;Bibliotheek AMFI
700.01;TM041488;Werken met textiel;1976;Bibliotheek AMFI
700.01;TM016003;Lesideeën voor het textielonderw?s;1992;Bibliotheek AMFI
700.1;HV039465;Art now vol. 2;2005;Bibliotheek AMFI
700.1;HV099597;Art at the turn of the millennium;1999;Bibliotheek AMFI
700.1;HV037552;Art now;2005;Bibliotheek AMFI
700.1;HV004431;Oorsprong;2003;Bibliotheek AMFI
700.1;TM008821;Encyclopedie van de kunst;1989;Bibliotheek AMFI
700.4;TM041423;Museum in ¿motion?;1979;Bibliotheek AMFI
700.4;FM002532;The British Museum and its collections;1982;Bibliotheek AMFI
700.4;TM041361;Catalogue de l'école française XIX siècle;1964;Bibliotheek AMFI
 700.4  5;FM002450;Documenta 5;1972;Bibliotheek AMFI
 700.4  5;FM002449;Documenta 5;1972;Bibliotheek AMFI
 700.4  6;FM002458;Documenta 6;1977;Bibliotheek AMFI
 700.4  6;FM002457;Documenta 6;1977;Bibliotheek AMFI
 700.4  6;FM002459;Documenta 6;1977;Bibliotheek AMFI
 700.4  7;FM002490;Documenta 7;1982;Bibliotheek AMFI
 700.4  7;FM002494;Documenta 7;1982;Bibliotheek AMFI
 700.4  8;FM002493;Documenta 8, Kassel 1987, 12. Juni-20. Sept.;1987;Bibliotheek AMFI
 700.4  8;FM002492;Documenta 8, Kassel 1987, 12. Juni-20. Sept.;1987;Bibliotheek AMFI
 700.4  8;FM002491;Documenta 8, Kassel 1987, 12. Juni-20. Sept.;1987;Bibliotheek AMFI
 700.4  9;FM002489;Documenta IX;1992;Bibliotheek AMFI
 700.4  9;FM002488;Documenta IX;1992;Bibliotheek AMFI
 700.4  9;FM002487;Documenta IX;1992;Bibliotheek AMFI
700.4;TM043048;Aanwinsten Stedel?k Museum;1993;Bibliotheek AMFI
 700.4 Ö;FM002535;Kröller-Müller;1988;Bibliotheek AMFI
700.4;TM009901;Inspiration for design;1986;Bibliotheek AMFI
700.4;FM002486;The Musée d'Orsay;1987;Bibliotheek AMFI
700.4;TM010521;Horn of plenty;1989;Bibliotheek AMFI
700.4;TM016199;Sensation;1997;Bibliotheek AMFI
700.4;TM041441;Sandberg;1975;Bibliotheek AMFI
700.4;TM008831;Schatten uit het Afrika-Museum Tervuren;1995;Bibliotheek AMFI
700.4;HV087140;Skin to skin;2008;Bibliotheek AMFI
700.4;HV087139;Skin to skin;2008;Bibliotheek AMFI
700.4;TM041613;BKR presentatie '81;1982;Bibliotheek AMFI
700.4;HV063980;Yinka Shonibare MBE;2008;Bibliotheek AMFI
700.5;FM002485;Der Louvre;1987;Bibliotheek AMFI
700.6;TM017990;Art et mode;1997;Bibliotheek AMFI
700.6;TM016611;Zo doe je dat;1995;Bibliotheek AMFI
700.6;TM041404;Zo doe je dat;1984;Bibliotheek AMFI
700.6;TM006063;Ogen open;1987;Bibliotheek AMFI
700.6;HV113955;Ways of seeing;2008;Bibliotheek AMFI
700.6;FM003937;Beeldvertalen;2003;Bibliotheek AMFI
700.6;HV114494;The return of the repressed;2012;Bibliotheek AMFI
700.6;HV114493;The return of the repressed;2012;Bibliotheek AMFI
700.6;TM017519;Fashion, art and beauty;1967;Bibliotheek AMFI
700.6;HV123900;How to visit an art museum;2014;Bibliotheek AMFI
700.6;TM017516;Kunst en mode;1995;Bibliotheek AMFI
700.6;HV078585;Art and fashion;2005;Bibliotheek AMFI
700.6;HV022728;Kunstlezen;2002;Bibliotheek AMFI
700.6;HV113919;Mapping intermediality in performance;2010;Bibliotheek AMFI
700.6;HV010557;Multiplicity;2004;Bibliotheek AMFI
700.6;HV002661;New commitment;2003;Bibliotheek AMFI
700.6;TM010557;Meaning in the visual arts;1993;Bibliotheek AMFI
700.6;TM002534;Man as hero;1987;Bibliotheek AMFI
700.6;TM045154;The encyclopedia of bad taste;1990;Bibliotheek AMFI
700.6;TM024662;Styling-special;2000;Bibliotheek AMFI
700.6;HV063457;This is the flow;2008;Bibliotheek AMFI
700.6;FM000032;Rapture;2002;Bibliotheek AMFI
700.6;HV036357;Hardop k?ken;2000;Bibliotheek AMFI
700.6;TM043190;Kunst met voetnoten;1989;Bibliotheek AMFI
700.6;FM002548;Kunst met voetnoten;1989;Bibliotheek AMFI
700.6;HV123901;Ways of looking;2014;Bibliotheek AMFI
700.6;TM024666;Art of seeing;1999;Bibliotheek AMFI
700.6;HV084211;Wat doet die rode vlek daar linksboven?;2007;Bibliotheek AMFI
700.7;FM003755;Creative industries;2000;Bibliotheek AMFI
700.7;HV079428;The Warhol economy;2007;Bibliotheek AMFI
700.7;HV019344;Democratic design: the lectures;2003;Bibliotheek AMFI
700.7;HV098981;Designers against AIDS;2010;Bibliotheek AMFI
700.7;HV094343;Difference on display;2009;Bibliotheek AMFI
700.7;HV010444;Het gedroomde museum;2004;Bibliotheek AMFI
700.7;HV051961;Past imperfect;2005;Bibliotheek AMFI
700.7;HV005179;10 jaar Mondriaan Stichting;2004;Bibliotheek AMFI
700.7;HV022516;Het blinkende stof;2002;Bibliotheek AMFI
700.7;HV039572;...Waar kleur een specifieke rol speelt;1997;Bibliotheek AMFI
700.7;HV099424;Where do we go from here?;2010;Bibliotheek AMFI
700.7;HV079226;World Question Center (Reloaded);2005;Bibliotheek AMFI
 700.8 30;TM003353;30 jaar t?d genoten Vredeman de Vries;1991;Bibliotheek AMFI
700.8;HV057213;Academie Arnhem 50 jaar in mode;2004;Bibliotheek AMFI
700.8;HV079093;Afwisseling;2007;Bibliotheek AMFI
700.8;TM010512;De Arnhemse School;1994;Bibliotheek AMFI
700.8;HV114536;Pleidooi voor polyfonie;2012;Bibliotheek AMFI
700.8;HV113140;Logica contra;2009;Bibliotheek AMFI
700.8;HV113141;Philosophia academiae;2009;Bibliotheek AMFI
700.8;HV113139;Ontologia pupae;2009;Bibliotheek AMFI
701;TM041211;Cantecleer kunstgeschiedenis;1974;Bibliotheek AMFI
701;TM041165;Gift wrapping;1985;Bibliotheek AMFI
701;TM043242;De schok van het nieuwe;1991;Bibliotheek AMFI
701;TM006139;Kleurenleer;1982;Bibliotheek AMFI
701;TM022058;Kunst van nu;1995;Bibliotheek AMFI
701;TM047934;Jugendstil;1991;Bibliotheek AMFI
 701.1 Ä;TM046630;Beeldende kunsten van oudheid tot 1800;1992;Bibliotheek AMFI
701.1;HV022466;Styles, schools and movements;2002;Bibliotheek AMFI
701.1;TM041178;Kunstbeschouwing;1980;Bibliotheek AMFI
701.1;TM043133;Understanding art;1986;Bibliotheek AMFI
701.1;TM009426;Gezichtspunten;1993;Bibliotheek AMFI
701.1;HV008810;A world history of art;2002;Bibliotheek AMFI
701.1;TM016606;Algemene kunstgeschiedenis;1996;Bibliotheek AMFI
701.1;TM018616;Kunstnu;1995;Bibliotheek AMFI
701.1;TM006137;Het seksuele masker;1993;Bibliotheek AMFI
701.1;TM041171;Elseviers grote kunstgeschiedenis;1984;Bibliotheek AMFI
701.1;TM006961;National Gallery of Art, Washington;1995;Bibliotheek AMFI
701.3;FM002524;Abstract & Geometric Patterns /;1993;Bibliotheek AMFI
701.3;HV062557;Animal patterns;2007;Bibliotheek AMFI
701.3;HV005522;Art nouveau designs;2000;Bibliotheek AMFI
701.3;TM041902;Celtic art;1977;Bibliotheek AMFI
701.3;TM022091;Celtic knotwork;1995;Bibliotheek AMFI
701.3;HV011555;Chinese patterns;1999;Bibliotheek AMFI
701.3;HV100717;The pattern sourcebook;2009;Bibliotheek AMFI
701.3;HV079384;Patterns;2007;Bibliotheek AMFI
701.3;TM009039;Islamic patterns;1976;Bibliotheek AMFI
701.3;FM002654;A treasury of Viking design;2000;Bibliotheek AMFI
701.3;HV123902;Designa;2014;Bibliotheek AMFI
701.3;HV014043;Elements of Chinese and Japanese design;2003;Bibliotheek AMFI
701.3;HV011585;Geometric patterns;2003;Bibliotheek AMFI
701.3;HV014041;Graphic ornaments;2001;Bibliotheek AMFI
701.3;FM002556;Japanese design motifs;1972;Bibliotheek AMFI
701.3;HV005316;Japanese patterns;2000;Bibliotheek AMFI
701.3;HV053906;Pacific designs;1998;Bibliotheek AMFI
701.3;FM002642;Surfaces;1996;Bibliotheek AMFI
701.3;HV062247;Turkish motifs;2007;Bibliotheek AMFI
701.3;TM006099;Spiral patterns;1993;Bibliotheek AMFI
701.3;HV012209;Neo;2003;Bibliotheek AMFI
701.3;HV114611;The chronology of pattern;2011;Bibliotheek AMFI
701.3;HV132084;The elements of design;2002;Bibliotheek AMFI
701.3;HV054062;Patterns in design, art and architecture;2005;Bibliotheek AMFI
701.3;HV087158;Patterns 2;2008;Bibliotheek AMFI
701.3;TM010354;Ornamental design;1996;Bibliotheek AMFI
701.3;TM010359;Repeat patterns;1993;Bibliotheek AMFI
701.3;HV062558;Popdelic patterns;2004;Bibliotheek AMFI
701.3;FM002249;Nature in design;1999;Bibliotheek AMFI
701.3;HV014038;Arabian geometric patterns;2004;Bibliotheek AMFI
701.3;TM010488;Ornament, symbool & teken;1983;Bibliotheek AMFI
701.3;TM041896;Ornament, symbool & teken;1983;Bibliotheek AMFI
701.3;TM010360;Styles of ornament;1994;Bibliotheek AMFI
701.3;FM007250;1000 patterns;2003;Bibliotheek AMFI
701.3;TM006069;Geometric patterns and borders;1982;Bibliotheek AMFI
701.3;TM006068;Geometric patterns and borders;1982;Bibliotheek AMFI
701.3;TM009896;Twentieth-century ornament;1990;Bibliotheek AMFI
701.9;FM004260;Egyptomania;1994;Bibliotheek AMFI
701.9;FM002135;China chic;2000;Bibliotheek AMFI
702.3;FM002496;amaNdebele;1991;Bibliotheek AMFI
702.3;TM041916;Ndebele;1986;Bibliotheek AMFI
702.3;FM002523;African crafts and craftsmen;1970;Bibliotheek AMFI
702.3;TM016068;Unter afrikanischen Handwerkern;1974;Bibliotheek AMFI
702.3;TM007799;Art of northwest New Guinea;1992;Bibliotheek AMFI
702.3;FM002590;Enduring traditions;1994;Bibliotheek AMFI
702.3;TM043196;Kings of Africa;1992;Bibliotheek AMFI
702.3;TM043125;Art Africain;1986;Bibliotheek AMFI
702.3;TM017524;Kleursignalen uit Zuid-Afrika;1994;Bibliotheek AMFI
702.3;TM041914;African art;1968;Bibliotheek AMFI
703.1;FM002536;Nationaal Museum Tokio;1969;Bibliotheek AMFI
703.6;TM043132;Islamische Kunst;1981;Bibliotheek AMFI
704.4;TM047888;The Roman Empire;1985;Bibliotheek AMFI
704.5;TM041420;The book of Kells;1986;Bibliotheek AMFI
704.5;TM008668;Celtic design;1995;Bibliotheek AMFI
705.5;TM008103;L'art décoratif en Europe;1992;Bibliotheek AMFI
705.7;TM016218;Mucha;1995;Bibliotheek AMFI
705.7;FM002592;Jugendstil;1997;Bibliotheek AMFI
705.7;TM041436;Art Nouveau;1989;Bibliotheek AMFI
705.7;TM041465;De moderne wereld;1981;Bibliotheek AMFI
705.7;FM002497;Japonisme;1981;Bibliotheek AMFI
705.7;TM041170;William Morris today;1984;Bibliotheek AMFI
705.8;HV107789;De A van Cobra in woord en beeld;1997;Bibliotheek AMFI
705.8;FM002573;Les années pop 1956-1968;2001;Bibliotheek AMFI
705.8;TM041470;Art 82;1983;Bibliotheek AMFI
705.8;HV098849;Art and text;2009;Bibliotheek AMFI
705.8;TM041439;The arts;1991;Bibliotheek AMFI
705.8;TM010364;Op art;1974;Bibliotheek AMFI
705.8;TM043111;Dada;1993;Bibliotheek AMFI
705.8;TM045251;Art since 1940;1995;Bibliotheek AMFI
705.8;HV008894;Compulsive beauty;1993;Bibliotheek AMFI
705.8;TM045184;In de l?n van Jan Toorop;1994;Bibliotheek AMFI
705.8;TM045259;Performance art;1988;Bibliotheek AMFI
705.8;TM041247;The style of the century;1983;Bibliotheek AMFI
705.8;TM010176;Hedendaagse kunst;1992;Bibliotheek AMFI
705.8;TM045132;'20s & '30s style;1994;Bibliotheek AMFI
705.8;FM002502;Art Deco;1987;Bibliotheek AMFI
705.8;TM041899;Art Deco;1987;Bibliotheek AMFI
705.8;TM024174;Leigh Bowery;1998;Bibliotheek AMFI
705.8;FM007138;Moderne kunst;1985;Bibliotheek AMFI
705.8;TM045286;Art in the eighties;1990;Bibliotheek AMFI
705.8;TM017535;Art in the seventies;1980;Bibliotheek AMFI
705.8;HV038816;Mario Sironi;2005;Bibliotheek AMFI
705.8;HV013871;Me & more;2003;Bibliotheek AMFI
705.8;HV038416;Modernism;2006;Bibliotheek AMFI
705.8;TM041426;Pop art;1992;Bibliotheek AMFI
705.8;TM041584;Pop art;1989;Bibliotheek AMFI
705.8;HV154780;Pop art design;2012;Bibliotheek AMFI
705.8;TM041605;60'80;1982;Bibliotheek AMFI
705.8;TM041202;Cobra;1994;Bibliotheek AMFI
705.8;HV078498;Storie di amici e di arte;2004;Bibliotheek AMFI
705.8;HV078740;Surreal things;2007;Bibliotheek AMFI
705.8;TM014253;De tweede helft;1998;Bibliotheek AMFI
705.8;TM041915;World art trends 1983/84;1984;Bibliotheek AMFI
705.8;TM041606;60'80;1982;Bibliotheek AMFI
705.9;HV008703;Beautiful losers;2004;Bibliotheek AMFI
706.8;TM041372;Ad Dekkers;1981;Bibliotheek AMFI
706.8;FM003715;De beginjaren van De St?l;1982;Bibliotheek AMFI
706.8;FM002040;Duurzaamheid verbeeld;2000;Bibliotheek AMFI
706.8;TM041356;Eindexamen 1983;1983;Bibliotheek AMFI
